OptionType,DeltaBucket,TimeBucket,OptionFrequency,Count,MeanElasticity,MedianElasticity,StdElasticity,MinElasticity,MaxElasticity,Q25Elasticity,Q75Elasticity,CoeffVariation
CALL,0.01-0.05,0-7 days,monthly,3038,53.671150004351546,50.45771703404202,18.85024659281954,13.907841810611304,106.45408671049753,40.691956647636445,66.07035506561667,0.3512174900536173
CALL,0.01-0.05,15-30 days,monthly,9376,33.49534569232504,33.28123268222125,8.956706817450357,14.573728157640572,65.27180827941693,26.675746586405033,39.84898355371048,0.2674015339242387
CALL,0.01-0.05,31-60 days,monthly,46804,37.99072628691247,39.692374704125896,14.622107291152506,0.15724462050273746,94.35731906633927,31.804363121748576,47.5079890992805,0.3848862267260659
CALL,0.01-0.05,61-90 days,monthly,5582,35.53709292713971,35.665647806726454,12.183449932452282,13.869092285609096,65.30008741800472,27.86804537952584,45.828558031727425,0.34283755166556606
CALL,0.01-0.05,8-14 days,monthly,6240,48.13897729363064,46.781337484134866,12.625273598467116,13.959201444595362,94.00607342022374,39.137333707438415,55.94901601386923,0.26226717533813476
CALL,0.05-0.10,0-7 days,monthly,1755,83.15389418488424,87.06978617033025,18.547651034825066,45.879702329271545,143.24657236112748,65.47234195868302,99.00850780490137,0.22305210377262966
CALL,0.05-0.10,15-30 days,monthly,5502,49.28432890394165,49.22298745108393,7.260664831893306,31.094253666711715,77.20696291414033,44.29699100812314,54.030281519418565,0.14732197827112167
CALL,0.05-0.10,31-60 days,monthly,26719,46.69658138435507,49.612587126254674,14.366685639281306,0.6683180594520832,111.91655007481212,43.41557287031583,54.74681049189876,0.307660330014964
CALL,0.05-0.10,61-90 days,monthly,2409,40.82921200517674,39.60265539414696,6.473036016485038,29.68789136333878,64.5053827110126,36.92866205760949,46.16107021522852,0.1585393324677518
CALL,0.05-0.10,8-14 days,monthly,3197,67.80668645157044,66.33580487239811,9.10399366564684,37.0812876041317,100.94695836486926,62.57390630445958,72.03561764741356,0.13426395156691787
CALL,0.10-0.20,0-7 days,monthly,1681,88.62711484745866,91.83122900273091,17.24522876802947,50.95800868604107,177.9894425821899,73.23205627591585,102.06261209285067,0.19458185903615668
CALL,0.10-0.20,15-30 days,monthly,5995,54.57016408562548,53.615910813838006,5.866513740743602,39.02021740025958,70.80706629733717,49.93601937066833,59.48336096696528,0.1075040516927623
CALL,0.10-0.20,31-60 days,monthly,32550,43.58461452518248,46.12320376447588,14.16643360260327,0.9561378886672504,101.04539548416327,41.14321593604213,51.07381692099292,0.32503289880923775
